player,team,rows,minutes_sum,assists_sum,points_sum,weeks,dates
Conor Sammon,,38,14,0,1,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38,01 Jan 15:00 | 01 Sep 15:00 | 02 Feb 15:00 | 02 Mar 17:30 | 03 Dec 20:00 | 03 Nov 15:00 | 06 Oct 15:00 | 07 Apr 16:10 | 07 May 19:45 | 08 Dec 15:00 | 09 Feb 15:00 | 10 Nov 15:00 | 11 April 19:45 | 12 Jan 15:00 | 14 May 19:45 | 15 Dec 15:00 | 15 Sep 15:00 | 17 Apr 19:45 | 17 Mar 16:00 | 17 Nov 15:00 | 19 Aug 13:30 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 20 Oct 15:00 | 22 Dec 12:45 | 22 Sep 15:00 | 23 Feb 15:00 | 24 Nov 15:00 | 25 Aug 15:00 | 26 Dec 15:00 | 27 Apr 15:00 | 27 Oct 15:00 | 28 Nov 20:00 | 29 Dec 15:00 | 29 Jan 19:45 | 29 Sep 15:00 | 30 Mar 15:00
Costel Pantilimon,,39,0,0,0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Dec 15:00 | 01 Jan 15:00 | 01 Jan. 15:00 | 01 Sep 17:30 | 03 Feb 16:00 | 03 Nov 17:30 | 04 Mar 20:00 | 06 Oct 12:45 | 07 May 19:45 | 08 Apr 20:00 | 09 Dec 13:30 | 09 Feb 17:30 | 11 Nov 13:30 | 13 Jan 16:00 | 14 May 20:00 | 15 Dec 12:45 | 15 Sep 15:00 | 16 Mar 12:45 | 17 Apr 19:45 | 17 Nov 15:00 | 19 Aug 16:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Oct 15:00 | 21 Apr 13:30 | 21 March 19:45 | 22 Dec 15:00 | 23 Sep 16:00 | 24 Feb 13:30 | 25 Nov 16:00 | 26 Aug 16:00 | 26 Dec 15:00 | 27 Apr 12:45 | 27 Oct 17:30 | 28 Nov 20:00 | 29 Dec 15:00 | 29 Jan 19:45 | 29 Sep 15:00 | 30 Mar 15:00
Craig Bellamy,,37,0,0,0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38,01 Dec 15:00 | 02 Jan 19:45 | 02 Mar 17:30 | 02 Sep 13:30 | 03 Feb 16:00 | 04 Nov 16:00 | 05 May 13:30 | 07 Apr 13:30 | 07 Oct 15:00 | 09 Dec 16:00 | 10 Mar 16:00 | 11 Nov 16:00 | 12 May 15:00 | 13 Apr 15:00 | 13 Jan 13:30 | 15 Dec 15:00 | 15 Sep 17:30 | 16 Mar 15:00 | 17 Feb 15:00 | 17 Nov 15:00 | 18 Aug 15:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Oct 15:00 | 21 Apr 16:00 | 22 Dec 17:30 | 23 Sep 13:30 | 25 Nov 13:30 | 26 Aug 16:00 | 26 Dec 19:45 | 27 Apr 17:30 | 28 Nov 19:45 | 28 Oct 13:30 | 29 Sep 15:00 | 30 Dec 16:00 | 30 Jan 19:45 | 31 Mar 13:30
Craig Dawson,,39,180,0,4,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 34 35 36 37 38,01 Dec 15:00 | 01 Jan 12:45 | 01 Jan. 12:30 | 01 Sep 15:00 | 02 Mar 15:00 | 03 Feb 13:30 | 05 Nov 20:00 | 06 Apr 15:00 | 06 Oct 15:00 | 07 May 19:45 | 08 Dec 15:00 | 09 Mar 15:00 | 10 Nov 15:00 | 11 Feb 20:00 | 12 Jan 15:00 | 12 May 15:00 | 15 Sep 15:00 | 16 Dec 16:00 | 16 Mar 15:00 | 17 March 15:00 | 17 Nov 15:00 | 18 Aug 15:00 | 19 Jan 17:30 | 19 May 16:00 | 20 Apr 15:00 | 20 Oct 15:00 | 22 Dec 15:00 | 22 Sep 15:00 | 23 Feb 15:00 | 24 Nov 12:45 | 25 Aug 15:00 | 26 Dec 15:00 | 27 Apr 15:00 | 28 Nov 19:45 | 28 Oct 15:00 | 29 Dec 15:00 | 30 Jan 19:45 | 30 Mar 15:00 | 30 Sep 16:00
Craig Gardner,,38,2754,2,104,1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Sep 15:00 | 02 Dec 16:00 | 02 Feb 15:00 | 02 Jan 19:45 | 02 Mar 15:00 | 03 Nov 15:00 | 06 May 20:00 | 06 Oct 12:45 | 07 Apr 15:00 | 09 Feb 15:00 | 09 Mar 15:00 | 10 Nov 15:00 | 11 Dec 19:45 | 12 Jan 15:00 | 12 May 15:00 | 14 Apr 12:00 | 15 Dec 15:00 | 15 Sep 17:30 | 17 Mar 13:30 | 18 Aug 15:00 | 18 Nov 16:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 21 Dec. 20:00 | 21 Oct 13:30 | 22 Dec 15:00 | 22 Sep 15:00 | 23 Feb 15:00 | 24 Nov 12:45 | 26 Dec 15:00 | 27 Nov 19:45 | 27 Oct 15:00 | 29 Apr 20:00 | 29 Dec 12:45 | 29 Jan 19:45 | 29 Sep 15:00 | 30 Mar 12:45
Craig Gordon,,1,0,0,0,17,21 Dec. 20:00
Craig Lynch,,38,0,0,0,1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Sep 15:00 | 02 Dec 16:00 | 02 Feb 15:00 | 02 Jan 19:45 | 02 Mar 15:00 | 03 Nov 15:00 | 06 May 20:00 | 06 Oct 12:45 | 07 Apr 15:00 | 09 Feb 15:00 | 09 Mar 15:00 | 10 Nov 15:00 | 11 Dec 19:45 | 12 Jan 15:00 | 12 May 15:00 | 14 Apr 12:00 | 15 Dec 15:00 | 15 Sep 17:30 | 17 Mar 13:30 | 18 Aug 15:00 | 18 Nov 16:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 21 Dec. 20:00 | 21 Oct 13:30 | 22 Dec 15:00 | 22 Sep 15:00 | 23 Feb 15:00 | 24 Nov 12:45 | 26 Dec 15:00 | 27 Nov 19:45 | 27 Oct 15:00 | 29 Apr 20:00 | 29 Dec 12:45 | 29 Jan 19:45 | 29 Sep 15:00 | 30 Mar 12:45
Csaba Somogyi,,19,0,0,0,19 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Apr 20:00 | 01 Jan 12:45 | 02 Feb 17:30 | 02 Mar 15:00 | 04 May 15:00 | 07 Apr 15:00 | 09 Feb 15:00 | 12 Jan 15:00 | 12 May 15:00 | 17 Apr 20:00 | 17 Mar 15:00 | 17 March 15:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 23 Feb 12:45 | 27 Apr 15:00 | 30 Jan 20:00 | 31 Dec. 15:00
Curtis Good,,38,0,0,0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,02 Feb 15:00 | 02 Jan 20:00 | 02 Mar 15:00 | 02 Sep 16:00 | 03 Dec 20:00 | 04 May 15:00 | 04 Nov 16:00 | 07 Apr 15:00 | 07 Oct 16:00 | 09 Feb 12:45 | 10 Dec 20:00 | 10 Mar 15:00 | 11 Nov 15:00 | 12 Jan 15:00 | 12 May 15:00 | 14 Apr 12:00 | 15 Dec 12:45 | 17 Mar 16:00 | 17 Nov 15:00 | 17 Sep 20:00 | 18 Aug 17:30 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 21 Oct 13:30 | 22 Dec 15:00 | 23 Sep 15:00 | 24 Feb 13:30 | 25 Aug 17:30 | 25 Nov 15:00 | 26 Dec 15:00 | 27 Apr 17:30 | 28 Nov 19:45 | 28 Oct 15:00 | 29 Dec 17:30 | 29 Jan 19:45 | 29 Sep 15:00 | 30 Mar 15:00
Damian Martinez,,35,0,0,0,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38,01 Dec 15:00 | 01 Jan 17:30 | 02 Feb 15:00 | 02 Sep 13:30 | 03 Mar 16:00 | 03 Nov 12:45 | 04 May 17:30 | 06 Apr 15:00 | 06 Oct 17:30 | 08 Dec 15:00 | 09 Feb 15:00 | 10 Nov 15:00 | 13 Jan 16:00 | 14 May 19:45 | 15 Sep 15:00 | 16 Apr 19:45 | 16 Mar 15:00 | 17 Dec 20:00 | 17 Nov 12:45 | 19 May 16:00 | 20 Apr 15:00 | 20 Oct 17:30 | 22 Dec 12:45 | 23 Feb 15:00 | 23 Jan 19:45 | 23 Sep 16:00 | 24 Nov 17:30 | 26 Aug 13:30 | 27 Oct 15:00 | 28 Apr 16:00 | 28 Nov 19:45 | 29 Dec 17:30 | 29 Sep 12:45 | 30 Jan 19:45 | 30 Mar 15:00
Damien Duff,,38,2403,8,114,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38,01 Apr 20:00 | 01 Dec 15:00 | 01 Jan 12:45 | 01 Sep 12:45 | 02 Feb 17:30 | 02 Mar 15:00 | 03 Nov 15:00 | 04 March 14:05 | 04 May 15:00 | 07 Apr 15:00 | 07 Oct 13:30 | 09 Feb 15:00 | 10 Dec 20:00 | 10 Nov 15:00 | 12 Jan 15:00 | 12 May 15:00 | 15 Dec 15:00 | 15 Sep 15:00 | 17 Apr 20:00 | 17 Mar 15:00 | 18 Aug 15:00 | 18 Nov 16:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 20 Oct 15:00 | 22 Dec 17:30 | 22 Sep 15:00 | 23 Feb 12:45 | 24 Nov 15:00 | 25 Aug 15:00 | 26 Dec 15:00 | 27 Apr 15:00 | 27 Oct 15:00 | 28 Nov 19:45 | 29 Dec 15:00 | 29 Sep 15:00 | 30 Jan 20:00
Dan Gosling,,38,44,0,3,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,02 Feb 15:00 | 02 Jan 20:00 | 02 Mar 15:00 | 02 Sep 16:00 | 03 Dec 20:00 | 04 May 15:00 | 04 Nov 16:00 | 07 Apr 15:00 | 07 Oct 16:00 | 09 Feb 12:45 | 10 Dec 20:00 | 10 Mar 15:00 | 11 Nov 15:00 | 12 Jan 15:00 | 12 May 15:00 | 14 Apr 12:00 | 15 Dec 12:45 | 17 Mar 16:00 | 17 Nov 15:00 | 17 Sep 20:00 | 18 Aug 17:30 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 21 Oct 13:30 | 22 Dec 15:00 | 23 Sep 15:00 | 24 Feb 13:30 | 25 Aug 17:30 | 25 Nov 15:00 | 26 Dec 15:00 | 27 Apr 17:30 | 28 Nov 19:45 | 28 Oct 15:00 | 29 Dec 17:30 | 29 Jan 19:45 | 29 Sep 15:00 | 30 Mar 15:00
Dan Harding,,37,0,0,0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Dec 15:00 | 01 Jan 17:30 | 02 Feb 15:00 | 02 Mar 15:00 | 02 Sep 16:00 | 04 May 15:00 | 05 Nov 20:00 | 06 Apr 12:45 | 07 Oct 13:30 | 08 Dec 15:00 | 09 Feb 17:30 | 09 Mar 15:00 | 10 Nov 15:00 | 12 May 15:00 | 13 Apr 15:00 | 15 Sep 15:00 | 16 Jan 19:45 | 16 Mar 15:00 | 17 Nov 15:00 | 19 Aug 16:00 | 19 May 16:00 | 20 Apr 15:00 | 20 Oct 15:00 | 21 Jan 20:00 | 22 Dec 15:00 | 22 Sep 15:00 | 24 Feb 13:30 | 25 Aug 15:00 | 25 Nov 15:00 | 26 Dec 15:00 | 27 Apr 15:00 | 28 Nov 19:45 | 28 Oct 15:00 | 29 Dec 15:00 | 29 Sep 15:00 | 30 Jan 20:00 | 30 Mar 15:00
Daniel Agger,,38,3007,0,133,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Dec 15:00 | 02 Jan 19:45 | 02 Mar 17:30 | 02 Sep 13:30 | 03 Feb 16:00 | 03 March 12:45 | 04 Nov 16:00 | 05 May 13:30 | 07 Apr 13:30 | 07 Oct 15:00 | 09 Dec 16:00 | 10 Mar 16:00 | 11 Nov 16:00 | 12 May 15:00 | 13 Apr 15:00 | 13 Jan 13:30 | 15 Dec 15:00 | 15 Sep 17:30 | 16 Mar 15:00 | 17 Feb 15:00 | 17 Nov 15:00 | 18 Aug 15:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Oct 15:00 | 21 Apr 16:00 | 22 Dec 17:30 | 23 Sep 13:30 | 25 Nov 13:30 | 26 Aug 16:00 | 26 Dec 19:45 | 27 Apr 17:30 | 28 Nov 19:45 | 28 Oct 13:30 | 29 Sep 15:00 | 30 Dec 16:00 | 30 Jan 19:45 | 31 Mar 13:30
Daniel Ayala,,39,0,0,0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Jan 15:00 | 01 Sep 15:00 | 02 Dec 16:00 | 02 Feb 12:45 | 02 Mar 15:00 | 03 Nov 15:00 | 04 May 15:00 | 06 Apr 15:00 | 06 Oct 15:00 | 08 Dec 15:00 | 09 Feb 15:00 | 09 Mar 15:00 | 10 Nov 15:00 | 12 Jan 15:00 | 12 May 15:00 | 13 Apr 15:00 | 15 Dec 15:00 | 15 Sep 12:45 | 17 Mar 13:30 | 17 Nov 17:30 | 18 Aug 15:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 20 Dec. 19:45 | 20 Oct 17:30 | 22 Dec 15:00 | 23 Feb 15:00 | 23 Sep 15:00 | 24 Nov 15:00 | 25 Aug 15:00 | 26 Dec 15:00 | 27 Apr 15:00 | 27 Oct 12:45 | 28 Nov 19:45 | 29 Dec 15:00 | 29 Sep 15:00 | 30 Jan 19:45 | 30 Mar 15:00
Daniel Daniel Carrico,,17,89,0,3,22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,02 Feb 15:00 | 02 Mar 15:00 | 04 May 15:00 | 06 Apr 12:45 | 09 Feb 15:00 | 09 Mar 15:00 | 12 Jan 15:00 | 13 Apr 15:00 | 14 May 20:00 | 16 Mar 17:30 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 23 Feb 15:00 | 28 Apr 13:30 | 30 Jan 20:00 | 30 Mar 15:00
Daniel Fox,,37,1201,1,28,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Dec 15:00 | 01 Jan 17:30 | 02 Feb 15:00 | 02 Mar 15:00 | 02 Sep 16:00 | 04 May 15:00 | 05 Nov 20:00 | 06 Apr 12:45 | 07 Oct 13:30 | 08 Dec 15:00 | 09 Feb 17:30 | 09 Mar 15:00 | 10 Nov 15:00 | 12 May 15:00 | 13 Apr 15:00 | 15 Sep 15:00 | 16 Jan 19:45 | 16 Mar 15:00 | 17 Nov 15:00 | 19 Aug 16:00 | 19 May 16:00 | 20 Apr 15:00 | 20 Oct 15:00 | 21 Jan 20:00 | 22 Dec 15:00 | 22 Sep 15:00 | 24 Feb 13:30 | 25 Aug 15:00 | 25 Nov 15:00 | 26 Dec 15:00 | 27 Apr 15:00 | 28 Nov 19:45 | 28 Oct 15:00 | 29 Dec 15:00 | 29 Sep 15:00 | 30 Jan 20:00 | 30 Mar 15:00
Daniel Gabbidon,,1,0,0,0,33,11 April 20:00
Daniel Johnson,,14,0,0,0,1 2 3 4 5 6 7 8 9 10 20 30 32 33,02 Sep 16:00 | 03 Nov 15:00 | 06 Apr 15:00 | 07 Oct 15:00 | 13 Apr 15:00 | 15 Sep 15:00 | 16 Mar 15:00 | 18 Aug 15:00 | 20 Oct 15:00 | 22 Sep 15:00 | 25 Aug 15:00 | 27 Oct 12:45 | 29 Dec 15:00 | 30 Sep 16:00
Daniel Potts,,36,119,0,2,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38,01 Dec 12:45 | 01 Jan 15:00 | 01 Oct 20:00 | 01 Sep 12:45 | 02 Feb 15:00 | 02 Mar 15:00 | 03 Nov 17:30 | 04 May 15:00 | 06 Oct 17:30 | 07 Apr 13:30 | 09 Dec 16:00 | 10 Feb 13:30 | 11 Nov 15:00 | 12 Jan 15:00 | 12 May 15:00 | 15 Sep 12:45 | 16 Dec 16:00 | 17 Apr 19:45 | 17 Mar 16:00 | 18 Aug 15:00 | 19 May 16:00 | 19 Nov 20:00 | 20 Apr 15:00 | 20 Oct 15:00 | 22 Dec 15:00 | 22 Sep 15:00 | 23 Jan 19:45 | 25 Aug 12:45 | 25 Feb 20:00 | 25 Nov 16:00 | 27 Apr 12:45 | 27 Oct 15:00 | 28 Nov 20:00 | 29 Dec 15:00 | 30 Jan 20:00 | 30 Mar 15:00
Daniel Redmond,,24,0,0,0,14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38,01 Jan 15:00 | 02 Feb 15:00 | 02 Mar 17:30 | 03 Dec 20:00 | 07 Apr 16:10 | 07 May 19:45 | 08 Dec 15:00 | 09 Feb 15:00 | 12 Jan 15:00 | 14 May 19:45 | 15 Dec 15:00 | 17 Apr 19:45 | 17 Mar 16:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 22 Dec 12:45 | 23 Feb 15:00 | 26 Dec 15:00 | 27 Apr 15:00 | 28 Nov 20:00 | 29 Dec 15:00 | 29 Jan 19:45 | 30 Mar 15:00
Daniel Seaborne,,37,0,0,0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Dec 15:00 | 01 Jan 17:30 | 02 Feb 15:00 | 02 Mar 15:00 | 02 Sep 16:00 | 04 May 15:00 | 05 Nov 20:00 | 06 Apr 12:45 | 07 Oct 13:30 | 08 Dec 15:00 | 09 Feb 17:30 | 09 Mar 15:00 | 10 Nov 15:00 | 12 May 15:00 | 13 Apr 15:00 | 15 Sep 15:00 | 16 Jan 19:45 | 16 Mar 15:00 | 17 Nov 15:00 | 19 Aug 16:00 | 19 May 16:00 | 20 Apr 15:00 | 20 Oct 15:00 | 21 Jan 20:00 | 22 Dec 15:00 | 22 Sep 15:00 | 24 Feb 13:30 | 25 Aug 15:00 | 25 Nov 15:00 | 26 Dec 15:00 | 27 Apr 15:00 | 28 Nov 19:45 | 28 Oct 15:00 | 29 Dec 15:00 | 29 Sep 15:00 | 30 Jan 20:00 | 30 Mar 15:00
Daniel Sturridge,,36,1254,5,99,1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38,01 Dec 12:45 | 02 Jan 19:45 | 02 Mar 17:30 | 03 Feb 16:00 | 03 Nov 15:00 | 05 May 13:30 | 06 Oct 15:00 | 07 Apr 13:30 | 08 Dec 15:00 | 10 Mar 16:00 | 11 Nov 16:00 | 12 May 15:00 | 13 Apr 15:00 | 13 Jan 13:30 | 15 Sep 15:00 | 16 Mar 15:00 | 17 Feb 15:00 | 17 Nov 15:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Oct 12:45 | 21 Apr 16:00 | 21 March 19:45 | 22 Aug 19:45 | 22 Sep 15:00 | 23 Dec 16:00 | 25 Aug 17:30 | 25 Nov 16:00 | 26 Dec 15:00 | 27 Apr 17:30 | 28 Nov 19:45 | 28 Oct 16:00 | 29 Sep 12:45 | 30 Dec 13:30 | 30 Jan 19:45 | 31 Mar 13:30
Danny Butterfield,,37,0,0,0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Dec 15:00 | 01 Jan 17:30 | 02 Feb 15:00 | 02 Mar 15:00 | 02 Sep 16:00 | 04 May 15:00 | 05 Nov 20:00 | 06 Apr 12:45 | 07 Oct 13:30 | 08 Dec 15:00 | 09 Feb 17:30 | 09 Mar 15:00 | 10 Nov 15:00 | 12 May 15:00 | 13 Apr 15:00 | 15 Sep 15:00 | 16 Jan 19:45 | 16 Mar 15:00 | 17 Nov 15:00 | 19 Aug 16:00 | 19 May 16:00 | 20 Apr 15:00 | 20 Oct 15:00 | 21 Jan 20:00 | 22 Dec 15:00 | 22 Sep 15:00 | 24 Feb 13:30 | 25 Aug 15:00 | 25 Nov 15:00 | 26 Dec 15:00 | 27 Apr 15:00 | 28 Nov 19:45 | 28 Oct 15:00 | 29 Dec 15:00 | 29 Sep 15:00 | 30 Jan 20:00 | 30 Mar 15:00
Danny Collins,,38,0,0,0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Dec 15:00 | 01 Jan 15:00 | 01 Sep 15:00 | 02 Feb 15:00 | 02 Mar 15:00 | 03 Nov 15:00 | 06 Apr 15:00 | 06 May 20:00 | 07 Oct 15:00 | 08 Dec 15:00 | 09 Feb 15:00 | 10 Mar 15:00 | 10 Nov 15:00 | 12 Jan 15:00 | 12 May 13:30 | 14 Apr 14:05 | 15 Dec 15:00 | 15 Sep 15:00 | 16 Mar 15:00 | 18 Aug 15:00 | 19 Jan 15:00 | 19 May 16:00 | 19 Nov 20:00 | 20 Apr 15:00 | 20 Oct 15:00 | 22 Dec 15:00 | 22 Sep 15:00 | 23 Feb 12:45 | 24 Nov 15:00 | 26 Aug 13:30 | 26 Dec 19:45 | 27 Apr 15:00 | 27 Oct 15:00 | 28 Nov 19:45 | 29 Dec 15:00 | 29 Jan 19:45 | 29 Sep 15:00 | 30 Mar 17:30
Danny Graham,,39,1935,4,81,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Dec 15:00 | 01 Jan 15:00 | 01 Sep 15:00 | 02 Feb 15:00 | 02 Mar 15:00 | 03 Nov 15:00 | 06 May 20:00 | 06 Oct 15:00 | 07 Apr 15:00 | 08 Dec 15:00 | 09 Feb 15:00 | 09 Mar 15:00 | 10 Nov 15:00 | 12 Jan 15:00 | 12 May 15:00 | 14 Apr 12:00 | 15 Sep 15:00 | 16 Dec 13:30 | 17 Mar 13:30 | 17 Nov 15:00 | 18 Aug 15:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 20 Aug. 15:00 | 20 Oct 15:00 | 22 Sep 12:45 | 23 Dec 13:30 | 23 Feb 15:00 | 25 Aug 12:45 | 25 Nov 13:30 | 26 Dec 15:00 | 27 Oct 17:30 | 28 Nov 19:45 | 29 Apr 20:00 | 29 Dec 15:00 | 29 Jan 19:45 | 29 Sep 15:00 | 30 Mar 12:45
Danny Guthrie,,36,1523,1,48,1 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Dec 17:30 | 01 Jan 15:00 | 02 Feb 15:00 | 02 Mar 15:00 | 04 May 15:00 | 04 Nov 13:30 | 06 Apr 12:45 | 06 Oct 15:00 | 09 Feb 15:00 | 09 Mar 15:00 | 10 Nov 15:00 | 11 Dec 19:45 | 12 Jan 15:00 | 13 Apr 15:00 | 14 May 20:00 | 16 Mar 17:30 | 16 Sep 16:00 | 17 Dec 20:00 | 17 Nov 15:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 20 Oct 15:00 | 22 Aug 19:45 | 22 Dec 15:00 | 22 Sep 15:00 | 23 Feb 15:00 | 24 Nov 15:00 | 26 Dec 15:00 | 27 Nov 20:00 | 27 Oct 15:00 | 28 Apr 13:30 | 29 Dec 15:00 | 29 Sep 15:00 | 30 Jan 20:00 | 30 Mar 15:00
Danny Higginbotham,,38,0,0,0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Dec 15:00 | 01 Jan 15:00 | 01 Sep 15:00 | 02 Feb 15:00 | 02 Mar 15:00 | 03 Nov 15:00 | 06 Apr 15:00 | 06 May 20:00 | 07 Oct 15:00 | 08 Dec 15:00 | 09 Feb 15:00 | 10 Mar 15:00 | 10 Nov 15:00 | 12 Jan 15:00 | 12 May 13:30 | 14 Apr 14:05 | 15 Dec 15:00 | 15 Sep 15:00 | 16 Mar 15:00 | 18 Aug 15:00 | 19 Jan 15:00 | 19 May 16:00 | 19 Nov 20:00 | 20 Apr 15:00 | 20 Oct 15:00 | 22 Dec 15:00 | 22 Sep 15:00 | 23 Feb 12:45 | 24 Nov 15:00 | 26 Aug 13:30 | 26 Dec 19:45 | 27 Apr 15:00 | 27 Oct 15:00 | 28 Nov 19:45 | 29 Dec 15:00 | 29 Jan 19:45 | 29 Sep 15:00 | 30 Mar 17:30
Danny Murphy,,1,68,1,6,27,04 March 14:05
Danny Pugh,,2,84,0,3,2 3,21 Aug. 13:30 | 28 Aug. 15:00
Danny Rose,,39,2125,1,60,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,01 Sep 15:00 | 02 Dec 16:00 | 02 Feb 15:00 | 02 Jan 19:45 | 02 Mar 15:00 | 03 Nov 15:00 | 06 May 20:00 | 06 Oct 12:45 | 07 Apr 15:00 | 09 Feb 15:00 | 09 Mar 15:00 | 10 Nov 15:00 | 11 Dec 19:45 | 12 Jan 15:00 | 12 May 15:00 | 14 Apr 12:00 | 15 Dec 15:00 | 15 Sep 17:30 | 17 Mar 13:30 | 18 Aug 17:30 | 18 Nov 16:00 | 19 Jan 15:00 | 19 May 16:00 | 20 Apr 15:00 | 21 Oct 13:30 | 22 Aug. 20:00 | 22 Dec 15:00 | 22 Sep 15:00 | 23 Feb 15:00 | 24 Nov 12:45 | 25 Aug 15:00 | 26 Dec 15:00 | 27 Nov 19:45 | 27 Oct 15:00 | 29 Apr 20:00 | 29 Dec 12:45 | 29 Jan 19:45 | 29 Sep 15:00 | 30 Mar 12:45
